pattern,episode,item,true_location,other_location,belief,mia_opening,ava_response,final_choice,correct
Imperative (Check...),78,scissors,desk,cabinet,false_belief,Check the desk.,"Are you sure? I thought they were on the cabinet, but I'll check the desk. LEAVE.",desk,1
Imperative (Check...),79,seed,bag,pot,false_belief,Check the bag.,I'm going to check the pot.,pot,0
Imperative (Check...),80,shovel,yard,tool shed,false_belief,Check the yard.,"Thanks, I'll check the yard. LEAVE.",yard,1
Imperative (Check...),81,soap,ledge,shelf,false_belief,Check the ledge.,"Alright, I'll check the ledge then.",ledge,1
Imperative (Check...),82,sponge,counter,sink,false_belief,Check the counter.,Are you sure? I thought it was on,,
Imperative (Check...),83,spoon,bowl,cup,false_belief,Check the bowl.,Are you sure? I thought it was in the cup.,,
Imperative (Check...),84,stamp,drawer,tray,false_belief,Check the drawer.,"I'm pretty sure it's in the tray,",,
Imperative (Check...),85,stapler,desk,drawer,false_belief,Check the desk.,"I thought it was in the drawer, but I'",,
Imperative (Check...),86,stone,pot,window ledge,false_belief,Check the pot.,"Okay, I will check the pot. LEAVE.",pot,1
Imperative (Check...),87,strap,drawer,hook,false_belief,Check the drawer.,"I thought it was on the hook, but I'",,
Imperative (Check...),88,tape,shelf,drawer,false_belief,Check the shelf.,"I thought it was in the drawer, but I'll",,
Imperative (Check...),89,ticket,pocket,bag,false_belief,Check the pocket.,I'm pretty sure it's,,
Imperative (Check...),90,towel,rack,laundry basket,false_belief,Check the rack.,I'll check the rack then. LEAVE,rack,1
Imperative (Check...),91,toy,bin,rug,false_belief,Check the bin.,Are you sure? I thought it was on the rug,,
Imperative (Check...),92,tray,oven,counter,false_belief,Check the oven.,"I thought it was on the counter, but I",,
Imperative (Check...),93,umbrella,hook,umbrella stand,false_belief,Check the hook.,"Okay, I'll check the hook. LEAVE",hook,1
Imperative (Check...),94,vase,mantle,table,false_belief,Check the mantle.,I'll check the mantle then. LEAVE.,mantle,1
Imperative (Check...),95,wallet,drawer,desk,false_belief,Check the drawer.,I'm going to check the desk. LE,desk,0
Imperative (Check...),96,watch,nightstand,dresser,false_belief,Check the nightstand.,"I'm pretty sure it's on the dresser, so I'll check there. LEAVE",dresser,0
Imperative (Check...),97,whisk,drawer,hook,false_belief,Check the drawer.,I'll check the drawer then. LEAVE,drawer,1
Imperative (Check...),98,wire,bench,drawer,false_belief,Check the bench.,"I thought it was in the drawer, but I'",,
Imperative (Check...),99,wrench,toolbox,workbench,false_belief,Check the toolbox.,"I thought it was on the workbench, but I will check",,
"You're looking for X, right?",0,apron,drawer,hook,false_belief,"You're looking for the apron, right? It's on the drawer.","Are you sure? I thought it was on the hook, but I'll check the drawer. LEAVE.",drawer,1
"You're looking for X, right?",1,badge,desk,hook by the door,false_belief,"You're looking for the badge, right? It's on the desk.","I thought it was on the hook, but I'",,
"You're looking for X, right?",2,ball,garage,yard,false_belief,"You're looking for the ball, right? It's in the garage.","I thought it was in the yard, but I",,
"You're looking for X, right?",3,belt,chair,closet,false_belief,"You're looking for the belt, right? It's on the chair.","Thanks, Mia. I'll check the chair then.",chair,1
"You're looking for X, right?",4,binder,desk,shelf,false_belief,"You're looking for the binder, right? It's on the desk.",I'll check the shelf first. LEAVE.,shelf,0
"You're looking for X, right?",5,blanket,bed,chair,false_belief,"You're looking for the blanket, right? It's on the bed.","I thought it was on the chair, but I'll",,
"You're looking for X, right?",6,book,shelf,bag,false_belief,"You're looking for the book, right? It's on the shelf.",Are you sure? I thought it was in the bag.,,
"You're looking for X, right?",7,bottle,counter,fridge,false_belief,"You're looking for the bottle, right? It's on the counter.","Okay, I'll check the counter then. LEAVE",counter,1
"You're looking for X, right?",8,bowl,table,counter,false_belief,"You're looking for the bowl, right? It's on the table.","Thanks, I'll check the table. LEAVE",table,1
"You're looking for X, right?",9,broom,closet,corner,false_belief,"You're looking for the broom, right? It's in the closet.","I thought it was in the corner, but I",,
"You're looking for X, right?",10,brush,drawer,counter,false_belief,"You're looking for the brush, right? It's right there on the drawer.","Thanks, I'll check the drawer then. LE",drawer,1
"You're looking for X, right?",11,bulb,box,shelf,false_belief,"You're looking for the bulb, right? It's on the box.","I thought it was on the shelf, so I'll",,
"You're looking for X, right?",12,cable,desk,floor underneath,false_belief,"You're looking for the cable, right? It's right here on the desk.","I thought it was on the floor, but I",,
"You're looking for X, right?",13,camera,shelf,bag,false_belief,"You're looking for the camera, right? It's on the shelf.","I thought it was in the bag, but I'll check the shelf. LEAVE.",shelf,1
"You're looking for X, right?",14,candle,mantle,side table,false_belief,"You're looking for the candle, right? It's on the mantle.","I thought it was on the table, but I will",,
"You're looking for X, right?",15,chain,hook,box,false_belief,"You're looking for the chain, right? It's on the hook.","I thought it was on the box, but I'",,
"You're looking for X, right?",16,chalk,box,chalk tray,false_belief,"You're looking for the chalk, right? It's in the box.",I'm pretty sure it's in the,,
"You're looking for X, right?",17,charger,desk,bed,false_belief,"You're looking for the charger, right? It's on the desk.","Okay, I'll check the desk. LEAVE.",desk,1
"You're looking for X, right?",18,clip,desk,paper tray,false_belief,"You're looking for the clip, right? It's on the desk.",,,
"You're looking for X, right?",19,clipboard,desk,shelf,false_belief,"You're looking for the clipboard, right? It's on the desk.","Thanks, I thought it was on the shelf",,
"You're looking for X, right?",20,cloth,basket,drying rack,false_belief,"You're looking for the cloth, right? It's right there on the basket.","Oh, I thought it was on the rack",,
"You're looking for X, right?",21,coin,pocket,jar,false_belief,"You're looking for the coin, right? It's in the coat pocket.","I appreciate the help, but I'm pretty sure",,
"You're looking for X, right?",22,comb,drawer,shelf,false_belief,"You're looking for the comb, right? It's on the drawer.","I thought it was on the shelf, but",,
"You're looking for X, right?",23,cord,basket,desk,false_belief,"You're looking for the cord, right? It's on the basket.",Are you sure? I thought I left it on,,
"You're looking for X, right?",24,cup,shelf,table,false_belief,"You're looking for the cup, right? It's on the shelf.","Thanks, I'll check the shelf then. LEAVE",shelf,1
"You're looking for X, right?",25,dice,table,cup,false_belief,"You're looking for the dice, right? It's on the table.",I thought it was on the cup,,
"You're looking for X, right?",26,drill,bench,tool case,false_belief,"You're looking for the drill, right? It's on the workbench.","I thought it was on the case, so I'll check there first. LEAVE",,
"You're looking for X, right?",27,fan,shelf,floor,false_belief,"You're looking for the fan, right? It's on the shelf.","I thought it was on the floor, but I",,
"You're looking for X, right?",28,film,shelf,drawer,false_belief,"You're looking for the film, right? It's on the shelf.",,,
"You're looking for X, right?",29,flag,pole,storage box,false_belief,"You're looking for the flag, right? It's on the pole.",I'm pretty sure it's on the box,,
"You're looking for X, right?",30,flashlight,drawer,shelf,false_belief,"You're looking for the flashlight, right? It's on the drawer.","I thought it was on the shelf, but I'll",,
"You're looking for X, right?",31,flask,locker,desk,false_belief,"You're looking for the flask, right? It's on the locker.","I thought it was on the desk, but I",,
"You're looking for X, right?",32,fork,counter,drawer,false_belief,"You're looking for the fork, right? It's on the counter.","Thanks, but I'm pretty sure it'",,
"You're looking for X, right?",33,frame,wall,desk,false_belief,"You're looking for the frame, right? It's right there on the wall.","Thanks, I'll check the wall. LEAVE",wall,1
"You're looking for X, right?",34,glasses,shelf,counter,false_belief,"You're looking for the glasses, right? It's right there on the shelf.",I thought I left them on the,,
"You're looking for X, right?",35,globe,shelf,desk,false_belief,"You're looking for the globe, right? It's on the shelf.","I thought it was on the desk, but I'll check the shelf. LEAVE",shelf,1
"You're looking for X, right?",36,glove,bench,coat pocket,false_belief,"You're looking for the glove, right? It's right over there on the bench.","I'm pretty sure it's in the pocket, so I'm going to look there. LEAVE",,
"You're looking for X, right?",37,hammer,floor,shelf,false_belief,"You're looking for the hammer, right? It's on the floor.","Thanks, I thought it was on the shelf, but",,
"You're looking for X, right?",38,hat,hook,chair,false_belief,"You're looking for the hat, right? It's on the hook.",,,
"You're looking for X, right?",39,jacket,hook,chair,false_belief,"You're looking for the jacket, right? It's hanging on the coat hook.","Are you sure? I thought it was on the chair,",,
"You're looking for X, right?",40,jar,counter,shelf,false_belief,"You're looking for the jar, right? It's on the counter.","Okay, I'll check the counter. LEAVE",counter,1
"You're looking for X, right?",41,key,red box,blue box,false_belief,"You're looking for the key, right? It's in the red box.",,,
"You're looking for X, right?",42,knob,box,shelf,false_belief,"You're looking for the knob, right? It's on the box.","I thought it was on the shelf, but I'll",,
"You're looking for X, right?",43,lantern,truck,tent,false_belief,"You're looking for the lantern, right? It's in the truck.",Are you sure? I thought it was in,,
"You're looking for X, right?",44,lanyard,locker,desk,false_belief,"You're looking for the lanyard, right? It's over there on the locker.","Are you sure? I thought it was on the desk,",,
"You're looking for X, right?",45,leash,hook,table,false_belief,"You're looking for the leash, right? It's on the hook.","Thanks, I'll check the hook then. LE",hook,1
"You're looking for X, right?",46,lens,bag,lens case,false_belief,"You're looking for the lens, right? It's in the bag.","I'm pretty sure it's in the case,",,
"You're looking for X, right?",47,letter,mat,mailbox,false_belief,"You're looking for the letter, right? It's on the door mat.","I actually think it's in the mailbox, so I'm going to check there. LEAVE",mailbox,0
"You're looking for X, right?",48,lighter,pocket,drawer,false_belief,"You're looking for the lighter, right? It's in the jacket pocket.","I really thought it was in the drawer, so I",,
"You're looking for X, right?",49,lock,gate,shed,false_belief,"You're looking for the lock, right? It's on the gate.",Are you sure? I thought it was on the,,
"You're looking for X, right?",50,map,wall,table,false_belief,"You're looking for the map, right? It's on the wall.",,,
"You're looking for X, right?",51,marker,tray,cup,false_belief,"You're looking for the marker, right? It's in the tray.","Thanks, but I'm pretty sure it",,
"You're looking for X, right?",52,mask,drawer,hook,false_belief,"You're looking for the mask, right? It's on the drawer.","I thought it was on the hook, but",,
"You're looking for X, right?",53,mat,shelf,floor,false_belief,"You're looking for the mat, right? It's on the shelf.","I thought it was on the floor, but I'll check the shelf. LEAVE.",shelf,1
"You're looking for X, right?",54,medal,box,shelf,false_belief,"You're looking for the medal, right? It's on the display box.","I thought it was on the shelf, but I'",,
"You're looking for X, right?",55,mirror,shelf,wall,false_belief,"You're looking for the mirror, right? It's on the shelf.","I thought it was on the wall, but I",,
"You're looking for X, right?",56,mug,rack,shelf,false_belief,"You're looking for the mug, right? It's on the drying rack.","Thanks, I'll check the drying rack",rack,1
"You're looking for X, right?",57,needle,drawer,box,false_belief,"You're looking for the needle, right? It's in the drawer.","I thought it was in the box, but if you",,
"You're looking for X, right?",58,net,shed,yard,false_belief,"You're looking for the net, right? It's in the storage shed.","Thanks, I'll check the",,
"You're looking for X, right?",59,notebook,desk,backpack,false_belief,"You're looking for the notebook, right? It's in the desk.","Thanks, but I'm pretty sure it's in",,
"You're looking for X, right?",60,package,back porch,,false_belief,"You're looking for the package, right? It's on the back porch.","I thought it was at the front door, but I'",,
"You're looking for X, right?",61,pail,shed,porch,false_belief,"You're looking for the pail, right? It's on the shed.","Are you sure? I thought it was on the porch, but I'll trust you and check the shed. LEAVE.",shed,1
"You're looking for X, right?",62,paint,shelf,workbench,false_belief,"You're looking for the paint, right? It's on the shelf.","I thought it was on the bench, but I'll",,
"You're looking for X, right?",63,pan,shelf,stove,false_belief,"You're looking for the pan, right? It's on the shelf.","I thought it was on the stove, but",,
"You're looking for X, right?",64,patch,drawer,table,false_belief,"You're looking for the patch, right? It's on the drawer.",I'll check the drawer then. LEAVE,drawer,1
"You're looking for X, right?",65,pen,tray,cup,false_belief,"You're looking for the pen, right? It's in the tray.","Thanks, I'll check the tray. LEAVE.",tray,1
"You're looking for X, right?",66,phone,table,couch,false_belief,"You're looking for the phone, right? It's on the table.",Are you sure? I thought I left it on,,
