model,scenario_idx,turn,speaker,text,acts,parsed_alloc,speaker_score
gemini-3.1-pro-preview,42,2,Mia Sanders,"I really need the lure. How about I take the lure, and you can have all four bobbers and both fishin","counter_propose,concede","{""lure"": 1, ""bobber"": 0, ""fishing line spool"": 0}",6
gemini-3.1-pro-preview,42,3,Ava Thompson,"I really can't let the lure go, it's the main thing I need. You can have all four bobbers and both s","counter_propose,insist","{""lure"": 0, ""bobber"": 4, ""fishing line spool"": 2}",8
gemini-3.1-pro-preview,42,4,Mia Sanders,I take 4 bobbers and 2 fishing line spools; you take 1 lure.,"accept,concede","{""lure"": 0, ""bobber"": 4, ""fishing line spool"": 2}",4
gemini-3.1-pro-preview,43,0,Mia Sanders,"Hey Ava, would you be willing to let me have the tomato if you take all three peppers and the cucumb",propose,"{""tomato"": 1, ""pepper"": 0, ""cucumber"": 0}",10
gemini-3.1-pro-preview,43,1,Ava Thompson,I take 3 peppers and 1 cucumber; you take 1 tomato.,accept,"{""tomato"": 1, ""pepper"": 0, ""cucumber"": 0}",8
gemini-3.1-pro-preview,44,0,Mia Sanders,"Hey Ava, how about I take the fire starter and the rope bundle, and you can have all three compasses",propose,"{""rope bundle"": 1, ""compass"": 0, ""fire starter"": 1}",7
gemini-3.1-pro-preview,44,1,Ava Thompson,"I can't do that. How about I take the rope bundle, and you can have the fire starter and all three c",counter_propose,"{""rope bundle"": 0, ""compass"": 3, ""fire starter"": 1}",10
gemini-3.1-pro-preview,44,2,Mia Sanders,I take 1 fire starter and 3 compasses; you take 1 rope bundle.,accept,"{""rope bundle"": 0, ""compass"": 3, ""fire starter"": 1}",8
gemini-3.1-pro-preview,45,0,Mia Sanders,"Hi Ava. How about I take the field notebook and two bird call whistles, and you can have the binocul",propose,"{""binocular strap"": 0, ""field notebook"": 1, ""bird call whistle"": 2}",7
gemini-3.1-pro-preview,45,1,Ava Thompson,I actually really need both the binocular strap and the field notebook. You can have all three bird ,counter_propose,"{""binocular strap"": 0, ""field notebook"": 0, ""bird call whistle"": 3}",10
gemini-3.1-pro-preview,45,2,Mia Sanders,I take 3 bird call whistles; you take 1 binocular strap and 1 field notebook.,"accept,concede","{""binocular strap"": 0, ""field notebook"": 0, ""bird call whistle"": 3}",6
gemini-3.1-pro-preview,46,0,Mia Sanders,"Hey Ava, how about I take the dry bag and the paddle grip, and you can have all three life vests?",propose,"{""dry bag"": 1, ""paddle grip"": 1, ""life vest"": 0}",10
gemini-3.1-pro-preview,46,1,Ava Thompson,"I'd prefer to take the paddle grip and two life vests, and you can have the dry bag and the remainin",counter_propose,"{""dry bag"": 1, ""paddle grip"": 0, ""life vest"": 1}",7
gemini-3.1-pro-preview,46,2,Mia Sanders,I really have no use for the life vests. I need both the dry bag and the paddle grip. Are you sure y,counter_propose,"{""dry bag"": 1, ""paddle grip"": 1, ""life vest"": 3}",10
gemini-3.1-pro-preview,46,3,Ava Thompson,"If you really need the paddle grip, I can let you have it, but I would want the dry bag and all thre","counter_propose,concede","{""dry bag"": 1, ""paddle grip"": 0, ""life vest"": 3}",3
gemini-3.1-pro-preview,46,4,Mia Sanders,I really need both the dry bag and the paddle grip. They are the only items I can actually use. Plea,"counter_propose,insist","{""dry bag"": 1, ""paddle grip"": 1, ""life vest"": 3}",10
gemini-3.1-pro-preview,46,5,Ava Thompson,I take 3 life vests; you take 1 dry bag and 1 paddle grip.,counter_propose,"{""dry bag"": 1, ""paddle grip"": 1, ""life vest"": 0}",6
gemini-3.1-pro-preview,46,6,Mia Sanders,I take 1 dry bag and 1 paddle grip; you take 3 life vests.,accept,"{""dry bag"": 1, ""paddle grip"": 1, ""life vest"": 0}",10
gemini-3.1-pro-preview,47,0,Mia Sanders,"Hey Ava, how about I take the quickdraw and the chalk bag, and you can have all four carabiners?",propose,"{""carabiner"": 0, ""chalk bag"": 1, ""quickdraw"": 1}",10
gemini-3.1-pro-preview,47,1,Ava Thompson,I take 4 carabiners; you take 1 quickdraw and 1 chalk bag.,accept,"{""carabiner"": 0, ""chalk bag"": 1, ""quickdraw"": 1}",8
gemini-3.1-pro-preview,48,0,Mia Sanders,"Great race, Ava! How about I take the 4 gel packs, and you take the race bib and the safety pin set?",propose,"{""gel pack"": 4, ""race bib"": 0, ""safety pin set"": 0}",8
gemini-3.1-pro-preview,48,1,Ava Thompson,I take the race bib and the safety pin set; you take the 4 gel packs.,accept,"{""gel pack"": 4, ""race bib"": 0, ""safety pin set"": 0}",10
gemini-3.1-pro-preview,49,0,Mia Sanders,"Hey Ava, to split the tools, how about you take the two trowels, and I take the pruning shear and th",propose,"{""trowel"": 2, ""pruning shear"": 1, ""garden glove pair"": 2}",10
gemini-3.1-pro-preview,49,1,Ava Thompson,"I really need the pruning shear. How about I take the pruning shear and one pair of gloves, and you ",counter_propose,"{""trowel"": 2, ""pruning shear"": 0, ""garden glove pair"": 1}",5
gemini-3.1-pro-preview,49,2,Mia Sanders,"I actually have no use for the trowels. How about I take the pruning shear and one pair of gloves, a","counter_propose,concede","{""trowel"": 2, ""pruning shear"": 1, ""garden glove pair"": 1}",7
gemini-3.1-pro-preview,49,3,Ava Thompson,"Since you don't need the trowels, what if I take the pruning shear and the two trowels, and you can ",counter_propose,"{""trowel"": 0, ""pruning shear"": 0, ""garden glove pair"": 2}",8
gemini-3.1-pro-preview,49,4,Mia Sanders,I take 2 garden glove pairs; you take 1 pruning shear and 2 trowels.,"accept,concede","{""trowel"": 0, ""pruning shear"": 0, ""garden glove pair"": 2}",6
gemini-3.1-pro-preview,4,0,Mia Sanders,"Hey Ava, since you're moving out, how about I keep the shelf and you can have the lamp and all four ",propose,"{""lamp"": 0, ""shelf"": 1, ""storage bin"": 0}",5
gemini-3.1-pro-preview,4,1,Ava Thompson,I take 1 lamp and 4 storage bins; you take 1 shelf.,accept,"{""lamp"": 0, ""shelf"": 1, ""storage bin"": 0}",9
gemini-3.1-pro-preview,50,0,Mia Sanders,"Hey Ava, how about I take the test tube and the two beakers, and you take the two petri dishes?",propose,"{""beaker"": 2, ""test tube"": 1, ""petri dish"": 0}",8
gemini-3.1-pro-preview,50,1,Ava Thompson,"I actually really need the test tube. How about I take the test tube and the two petri dishes, and y",counter_propose,"{""beaker"": 2, ""test tube"": 0, ""petri dish"": 0}",10
gemini-3.1-pro-preview,50,2,Mia Sanders,"I value the test tube a lot. How about I take the test tube and one beaker, and you get the other be","counter_propose,concede","{""beaker"": 1, ""test tube"": 1, ""petri dish"": 0}",6
gemini-3.1-pro-preview,50,3,Ava Thompson,"I really need the test tube. What if you take both beakers and one petri dish, and I take the test t","counter_propose,concede","{""beaker"": 2, ""test tube"": 0, ""petri dish"": 2}",4
gemini-3.1-pro-preview,50,4,Mia Sanders,"If you absolutely need the test tube, I'll let you have it, but I need both beakers and both petri d","counter_propose,concede","{""beaker"": 0, ""test tube"": 1, ""petri dish"": 0}",4
gemini-3.1-pro-preview,50,5,Ava Thompson,"I can't give up both petri dishes. What if I take the two petri dishes, and you can have the test tu",counter_propose,"{""beaker"": 2, ""test tube"": 1, ""petri dish"": 0}",6
gemini-3.1-pro-preview,50,6,Mia Sanders,I take 1 test tube and 2 beakers; you take 2 petri dishes.,accept,"{""beaker"": 2, ""test tube"": 1, ""petri dish"": 0}",8
gemini-3.1-pro-preview,51,0,Mia Sanders,"Hey Ava, I really need the highlighters for my finals. How about I take the 2 highlighters and the 2",propose,"{""highlighter"": 2, ""sticky note pad"": 2, ""index card pack"": 0}",10
gemini-3.1-pro-preview,51,1,Ava Thompson,I need highlighters too. How about we split them? I'll take 1 highlighter and the 3 index card packs,counter_propose,"{""highlighter"": 1, ""sticky note pad"": 0, ""index card pack"": 0}",8
gemini-3.1-pro-preview,51,2,Mia Sanders,"I really need both highlighters. How about I take the 2 highlighters, and you can have both sticky n","counter_propose,concede","{""highlighter"": 2, ""sticky note pad"": 0, ""index card pack"": 0}",8
gemini-3.1-pro-preview,51,3,Ava Thompson,I take 2 sticky note pads and 3 index card packs; you take 2 highlighters.,"accept,concede","{""highlighter"": 2, ""sticky note pad"": 0, ""index card pack"": 0}",6
gemini-3.1-pro-preview,52,0,Mia Sanders,"Hey Ava, I'd really like to keep the posters and the throw pillows. You can have both sets of string",propose,"{""poster"": 2, ""string light set"": 0, ""throw pillow"": 3}",10
gemini-3.1-pro-preview,52,1,Ava Thompson,"That doesn't work for me, I really want the posters. How about I take the two posters, and you can h",counter_propose,"{""poster"": 0, ""string light set"": 2, ""throw pillow"": 3}",8
gemini-3.1-pro-preview,52,2,Mia Sanders,I really want at least one poster. How about we split them? I take one poster and the three throw pi,"counter_propose,concede","{""poster"": 1, ""string light set"": 0, ""throw pillow"": 3}",8
gemini-3.1-pro-preview,52,3,Ava Thompson,I take 1 poster and 2 string light sets; you take 1 poster and 3 throw pillows.,"accept,concede","{""poster"": 1, ""string light set"": 0, ""throw pillow"": 3}",6
gemini-3.1-pro-preview,53,0,Mia Sanders,"Hey Ava, how about I take the 3 tote bags and 2 sticker sheets, and you take the t-shirt?",propose,"{""t-shirt"": 0, ""tote bag"": 3, ""sticker sheet"": 2}",10
gemini-3.1-pro-preview,53,1,Ava Thompson,"I definitely want the t-shirt, but could I also get the two sticker sheets? You can have all three t",counter_propose,"{""t-shirt"": 0, ""tote bag"": 3, ""sticker sheet"": 0}",10
gemini-3.1-pro-preview,53,2,Mia Sanders,That leaves me with just the tote bags. How about we split the sticker sheets? I take the 3 tote bag,"counter_propose,concede","{""t-shirt"": 0, ""tote bag"": 3, ""sticker sheet"": 1}",8
gemini-3.1-pro-preview,53,3,Ava Thompson,I take 1 t-shirt and 1 sticker sheet; you take 3 tote bags and 1 sticker sheet.,"accept,concede","{""t-shirt"": 0, ""tote bag"": 3, ""sticker sheet"": 1}",9
gemini-3.1-pro-preview,54,0,Mia Sanders,"Hey Ava, how about I take the two sketchpads and the eraser, and you take the two charcoal sticks?",propose,"{""sketchpad"": 2, ""charcoal stick"": 0, ""eraser"": 1}",6
gemini-3.1-pro-preview,54,1,Ava Thompson,"I really need the eraser too. How about you take the two sketchpads, and I take the two charcoal sti",counter_propose,"{""sketchpad"": 2, ""charcoal stick"": 2, ""eraser"": 0}",2
gemini-3.1-pro-preview,54,2,Mia Sanders,I need a bit more than just the sketchpads. How about I take the two sketchpads and one charcoal sti,counter_propose,"{""sketchpad"": 2, ""charcoal stick"": 1, ""eraser"": 0}",6
gemini-3.1-pro-preview,54,3,Ava Thompson,"Actually, your first offer works perfectly for me. You take the two sketchpads and the eraser, and I",counter_propose,"{""sketchpad"": 0, ""charcoal stick"": 0, ""eraser"": 0}",10
gemini-3.1-pro-preview,54,4,Mia Sanders,I take 2 sketchpads and 1 eraser; you take 2 charcoal sticks.,counter_propose,"{""sketchpad"": 2, ""charcoal stick"": 0, ""eraser"": 1}",6
gemini-3.1-pro-preview,54,5,Ava Thompson,I take 2 charcoal sticks; you take 2 sketchpads and 1 eraser.,"accept,concede","{""sketchpad"": 2, ""charcoal stick"": 0, ""eraser"": 1}",6
gemini-3.1-pro-preview,55,0,Mia Sanders,"Hey Ava. Let's split the gear. I'd like the two timers and the notepad, and you can take both eviden",propose,"{""evidence binder"": 2, ""timer"": 2, ""notepad"": 1}",10
gemini-3.1-pro-preview,55,1,Ava Thompson,"I'd actually prefer to take both evidence binders and one timer, leaving you with the other timer an",counter_propose,"{""evidence binder"": 0, ""timer"": 1, ""notepad"": 0}",8
gemini-3.1-pro-preview,55,2,Mia Sanders,"I really value the timers. What if I take both timers, and you take both evidence binders and the no","counter_propose,concede","{""evidence binder"": 0, ""timer"": 2, ""notepad"": 0}",6
gemini-3.1-pro-preview,55,3,Ava Thompson,I take 2 evidence binders and 1 notepad; you take 2 timers.,"accept,concede","{""evidence binder"": 0, ""timer"": 2, ""notepad"": 0}",6
gemini-3.1-pro-preview,56,0,Mia Sanders,"Hey Ava, how about I take the 4 pipettes, and you can have the 2 graduated cylinders and the litmus ",propose,"{""graduated cylinder"": 0, ""pipette"": 4, ""litmus strip pack"": 0}",8
gemini-3.1-pro-preview,56,1,Ava Thompson,"I definitely want the litmus strip pack and the cylinders, but could we split the pipettes two and t",counter_propose,"{""graduated cylinder"": 0, ""pipette"": 0, ""litmus strip pack"": 0}",10
gemini-3.1-pro-preview,56,2,Mia Sanders,"I really need the pipettes. Could I take three of them, and you take one, plus both cylinders and th","counter_propose,insist","{""graduated cylinder"": 0, ""pipette"": 4, ""litmus strip pack"": 0}",8
gemini-3.1-pro-preview,56,3,Ava Thompson,"I take 1 pipette, 2 graduated cylinders, and 1 litmus strip pack; you take 3 pipettes.","counter_propose,concede","{""graduated cylinder"": 0, ""pipette"": 3, ""litmus strip pack"": 0}",7
gemini-3.1-pro-preview,56,4,Mia Sanders,"I take 3 pipettes; you take 1 pipette, 2 graduated cylinders, and 1 litmus strip pack.","accept,concede","{""graduated cylinder"": 0, ""pipette"": 3, ""litmus strip pack"": 0}",6
gemini-3.1-pro-preview,57,0,Mia Sanders,"Hey Ava, how about I take the wig, and you can have both masks and both swords?",propose,"{""wig"": 1, ""prop sword"": 0, ""mask"": 0}",8
gemini-3.1-pro-preview,57,1,Ava Thompson,"I actually really need the wig. How about I take the wig, and you can have both swords and both mask",counter_propose,"{""wig"": 0, ""prop sword"": 2, ""mask"": 2}",8
gemini-3.1-pro-preview,57,2,Mia Sanders,"I really can't give up the wig, I need it for an upcoming audition. I'm more than happy to let you h","counter_propose,insist","{""wig"": 1, ""prop sword"": 0, ""mask"": 0}",8
gemini-3.1-pro-preview,57,3,Ava Thompson,"I understand you have an audition, but the wig is honestly the only item here I can use. I really ne",counter_propose,"{""wig"": 0, ""prop sword"": 0, ""mask"": 2}",8
gemini-3.1-pro-preview,57,4,Mia Sanders,"I really need the wig, Ava. Is there any way you'd accept the swords and masks if I help you find an",counter_propose,"{""wig"": 1, ""prop sword"": 2, ""mask"": 0}",10
gemini-3.1-pro-preview,57,5,Ava Thompson,"I appreciate the offer, but I really need this specific wig. I'm perfectly fine with you taking both",counter_propose,"{""wig"": 0, ""prop sword"": 0, ""mask"": 0}",10
gemini-3.1-pro-preview,57,6,Mia Sanders,"I really can't compromise on the wig, Ava. What if I take the wig and you take everything else, plus","counter_propose,concede","{""wig"": 1, ""prop sword"": 0, ""mask"": 0}",8
gemini-3.1-pro-preview,57,7,Ava Thompson,"I appreciate the offer for lunch, but I really need this wig. You can have all the swords and masks,","counter_propose,concede","{""wig"": 0, ""prop sword"": 0, ""mask"": 2}",8
gemini-3.1-pro-preview,57,8,Mia Sanders,"Look, Ava, the wig is the only thing I really need too. What if we share it? I take it first for my ",counter_propose,"{""wig"": 1, ""prop sword"": 2, ""mask"": 0}",10
gemini-3.1-pro-preview,57,9,Ava Thompson,"I need to be the official owner of the wig. I can lend it to you for your audition, but I have to ta",counter_propose,"{""wig"": 0, ""prop sword"": 2, ""mask"": 0}",10
gemini-3.1-pro-preview,57,10,Mia Sanders,"I really need to keep the wig, Ava. What if I take the wig, and you take both swords, both masks, an","counter_propose,concede","{""wig"": 1, ""prop sword"": 0, ""mask"": 0}",8
gemini-3.1-pro-preview,57,11,Ava Thompson,"I take the wig, and you take all the swords and masks.","counter_propose,insist","{""wig"": 0, ""prop sword"": 2, ""mask"": 0}",10
gemini-3.1-pro-preview,57,12,Mia Sanders,"If we don't agree, neither of us gets anything. I take the wig, you take the swords and masks. That'","counter_propose,insist","{""wig"": 1, ""prop sword"": 0, ""mask"": 0}",8
gemini-3.1-pro-preview,57,13,Ava Thompson,"Then we both get nothing, because I am not leaving without the wig. You take the swords and masks, I","counter_propose,concede","{""wig"": 0, ""prop sword"": 2, ""mask"": 2}",8
gemini-3.1-pro-preview,57,14,Mia Sanders,I take 2 prop swords and 2 masks; you take 1 wig.,"accept,concede","{""wig"": 0, ""prop sword"": 2, ""mask"": 2}",2
gemini-3.1-pro-preview,58,0,Mia Sanders,"Hey Ava, I'd really like the two servo motors and the gear set. You can have all three sensor boards",propose,"{""servo motor"": 2, ""sensor board"": 0, ""gear set"": 1}",10
gemini-3.1-pro-preview,58,1,Ava Thompson,"I'll take the three sensor boards, but I really need at least one of those servo motors too. How abo",counter_propose,"{""servo motor"": 1, ""sensor board"": 0, ""gear set"": 1}",8
gemini-3.1-pro-preview,58,2,Mia Sanders,I take 1 servo motor and 1 gear set; you take 3 sensor boards and 1 servo motor.,"accept,concede","{""servo motor"": 1, ""sensor board"": 0, ""gear set"": 1}",7
gemini-3.1-pro-preview,59,0,Mia Sanders,"Hey Ava, how about I take the 2 textbooks and the 3 solution manuals, and you take the graphing calc",propose,"{""textbook"": 2, ""solution manual"": 3, ""graphing calculator"": 0}",10
