pair,scenario,condition,correct
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,phone,shared_deceive,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,phone,shared_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,phone,shared_deceive,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,phone,shared_deceive,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,phone,shared_deceive,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,phone,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,phone,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,phone,shared_deceive,0
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,phone,shared_deceive,0
Mistral-7B-Instruct-v0.2 × Qwen3-8B,phone,shared_deceive,0
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,phone,shared_deceive,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,phone,shared_deceive,0
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,phone,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,phone,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,phone,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,phone,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,phone,shared_deceive,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,phone,shared_deceive,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,phone,shared_deceive,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,phone,shared_deceive,1
Qwen2.5-7B-Instruct × Qwen3-8B,phone,shared_deceive,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,phone,shared_deceive,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,phone,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,phone,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,phone,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,phone,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,phone,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,phone,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,phone,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,photo,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,photo,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,photo,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,photo,shared_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,photo,shared_deceive,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,photo,shared_deceive,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,photo,shared_deceive,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,photo,shared_deceive,0
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,photo,shared_deceive,0
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,photo,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,photo,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,photo,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,photo,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,photo,shared_deceive,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,photo,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,photo,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,photo,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,photo,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,photo,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,photo,shared_deceive,0
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,photo,shared_deceive,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,photo,shared_deceive,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,photo,shared_deceive,1
Qwen2.5-7B-Instruct × Qwen3-8B,photo,shared_deceive,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,photo,shared_deceive,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,photo,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,photo,shared_deceive,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,photo,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,photo,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,photo,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,photo,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,photo,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,pillow,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,pillow,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,pillow,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,pillow,shared_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,pillow,shared_deceive,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,pillow,shared_deceive,0
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,pillow,shared_deceive,0
Meta-Llama-3-8B-Instruct × Qwen3-8B,pillow,shared_deceive,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,pillow,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,pillow,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,pillow,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,pillow,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,pillow,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,pillow,shared_deceive,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,pillow,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,pillow,shared_deceive,0
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,pillow,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,pillow,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,pillow,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,pillow,shared_deceive,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,pillow,shared_deceive,0
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,pillow,shared_deceive,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,pillow,shared_deceive,1
Qwen2.5-7B-Instruct × Qwen3-8B,pillow,shared_deceive,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,pillow,shared_deceive,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,pillow,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,pillow,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,pillow,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,pillow,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,pillow,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,pillow,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,pillow,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,pkg,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,pkg,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,pkg,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,pkg,shared_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,pkg,shared_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,pkg,shared_deceive,0
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,pkg,shared_deceive,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,pkg,shared_deceive,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,pkg,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,pkg,shared_deceive,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,pkg,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,pkg,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,pkg,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,pkg,shared_deceive,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,pkg,shared_deceive,0
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,pkg,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,pkg,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,pkg,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,pkg,shared_deceive,0
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,pkg,shared_deceive,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,pkg,shared_deceive,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,pkg,shared_deceive,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,pkg,shared_deceive,1
Qwen2.5-7B-Instruct × Qwen3-8B,pkg,shared_deceive,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,pkg,shared_deceive,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,pkg,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,pkg,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,pkg,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,pkg,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,pkg,shared_deceive,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,pkg,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,pkg,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,plate,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,plate,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,plate,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,plate,shared_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,plate,shared_deceive,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,plate,shared_deceive,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,plate,shared_deceive,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,plate,shared_deceive,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,plate,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,plate,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,plate,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,plate,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,plate,shared_deceive,0
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,plate,shared_deceive,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,plate,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,plate,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,plate,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,plate,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,plate,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,plate,shared_deceive,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,plate,shared_deceive,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,plate,shared_deceive,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,plate,shared_deceive,1
Qwen2.5-7B-Instruct × Qwen3-8B,plate,shared_deceive,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,plate,shared_deceive,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,plate,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,plate,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,plate,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,plate,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,plate,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,plate,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,plate,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,plug,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,plug,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,plug,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,plug,shared_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,plug,shared_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,plug,shared_deceive,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,plug,shared_deceive,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,plug,shared_deceive,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,plug,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,plug,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,plug,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,plug,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,plug,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,plug,shared_deceive,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,plug,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,plug,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,plug,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,plug,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,plug,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,plug,shared_deceive,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,plug,shared_deceive,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,plug,shared_deceive,0
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,plug,shared_deceive,1
Qwen2.5-7B-Instruct × Qwen3-8B,plug,shared_deceive,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,plug,shared_deceive,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,plug,shared_deceive,0
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,plug,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,plug,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,plug,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,plug,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,plug,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,plug,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,rake,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,rake,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,rake,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,rake,shared_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,rake,shared_deceive,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,rake,shared_deceive,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,rake,shared_deceive,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,rake,shared_deceive,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,rake,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,rake,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,rake,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,rake,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,rake,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,rake,shared_deceive,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,rake,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,rake,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,rake,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,rake,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,rake,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,rake,shared_deceive,0
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,rake,shared_deceive,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,rake,shared_deceive,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,rake,shared_deceive,0
Qwen2.5-7B-Instruct × Qwen3-8B,rake,shared_deceive,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,rake,shared_deceive,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,rake,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,rake,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,rake,shared_deceive,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,rake,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,rake,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,rake,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,rake,shared_deceive,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,receipt,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,receipt,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,receipt,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,receipt,shared_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,receipt,shared_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,receipt,shared_deceive,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,receipt,shared_deceive,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,receipt,shared_deceive,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,receipt,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,receipt,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,receipt,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,receipt,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,receipt,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,receipt,shared_deceive,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,receipt,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,receipt,shared_deceive,0
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,receipt,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,receipt,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,receipt,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,receipt,shared_deceive,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,receipt,shared_deceive,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,receipt,shared_deceive,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,receipt,shared_deceive,1
Qwen2.5-7B-Instruct × Qwen3-8B,receipt,shared_deceive,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,receipt,shared_deceive,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,receipt,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,receipt,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,receipt,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,receipt,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,receipt,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,receipt,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,receipt,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,remote,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,remote,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,remote,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,remote,shared_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,remote,shared_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,remote,shared_deceive,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,remote,shared_deceive,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,remote,shared_deceive,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,remote,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,remote,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,remote,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,remote,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,remote,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,remote,shared_deceive,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,remote,shared_deceive,0
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,remote,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,remote,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,remote,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen3-8B,remote,shared_deceive,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,remote,shared_deceive,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,remote,shared_deceive,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,remote,shared_deceive,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,remote,shared_deceive,1
Qwen2.5-7B-Instruct × Qwen3-8B,remote,shared_deceive,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,remote,shared_deceive,1
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,remote,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,remote,shared_deceive,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,remote,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,remote,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,remote,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,remote,shared_deceive,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,remote,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,ring,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,ring,shared_deceive,0
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,ring,shared_deceive,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,ring,shared_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,ring,shared_deceive,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,ring,shared_deceive,0
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,ring,shared_deceive,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,ring,shared_deceive,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,ring,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,ring,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,ring,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,ring,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen3-8B,ring,shared_deceive,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,ring,shared_deceive,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,ring,shared_deceive,1
